switch_skill_rpg_target_bar1,全体敌人,All Enemy,全ての敵,Alle Feinde,Tous les ennemis,Todos los enemigos,Все враги,ทุกฝ่ายศัตรู,모든 적,جميع الأعداء,Tutti i Nemici,Todos os Inimigos
switch_skill_srpg_range,攻击范围(SRPG),Attack Range(SRPG),攻撃範囲（SRPG）,Angriffsbereich (SRPG),Portée d'attaque (SRPG),Rango de ataque (SRPG),Область атаки (SRPG),ระยะการโจมตี (SRPG),공격 범위(SRPG),نطاق الهجوم (SRPG),Raggio d'Attacco (SRPG),Alcance de Ataque (SRPG)
switch_skill_type,技能类型,Skill Type,スキルタイプ,Fähigkeitstyp,Type de compétence,Tipo de habilidad,Тип навыка,ประเภททักษะ,스킬 유형,نوع المهارة,Tipo di Skill,Tipo de Habilidade
switch_skilltree,技能树界面,Enable Skilltree,スキルツリーを有効にする,Skillbaum aktivieren,Activer l'arbre de compétences,Habilitar árbol de habilidades,Включить древо навыков,เปิดใช้งานต้นไม้ทักษะ,스킬 트리 활성화,تمكين شجرة المهارات,Abilita l'Albero delle Abilità,Ativar Skilltree
switch_srpg_mode,SRPG游戏模式,SRPG Mode,SRPGゲームモード,SRPG-Modus,Mode SRPG,Modo SRPG,Режим SRPG,โหมด SRPG,SRPG 모드,وضع SRPG,Modalità SRPG,Modo SRPG
switch_srpg_mode_bar0,传统(移动+行动),Classic(Move + Action),クラシック（移動+アクション）,Klassisch (Bewegung + Aktion),Classique (Déplacement + Action),Clásico (Mover + Acción),Классический (Перемещение + Действие),คลาสสิค (เคลื่อนที่ + การกระทำ),클래식 (이동 + 액션),كلاسيكي (التحرك + العمل),Classico (Spostamento + Azione),Clássico (Mover + Ação)
switch_srpg_mode_bar1,AP模式,Action Point,APモード,Action Point-Modus,Mode Points d'Action,Modo de Puntos de Acción,Режим очков действия,โหมดแอคชันพอยต์,AP 모드,وضع نقاط العمل,Modalità Punti Azione,Modo de Pontos de Ação
switch_status,角色状态界面,Enable Status,ステータスを有効にする,Status aktivieren,Activer le statut,Habilitar el estado,Включить статус,เปิดใช้งานสถานะ,스테이터스 활성화,تمكين الحالة,Abilita lo Stato,Ativar Status
switch_strike_enhance,增强打击感,Enhance the Sense of Impact,打撃感を強化,Verbessern Sie das Gefühl von Schlagkraft,Améliorer le sens de l'impact,Mejorar la sensación de impacto,Усиление ощущения удара,เพิ่มความรู้สึกของการโจมตี,타격감을 강화,تعزيز إحساس الضرب,Potenziare il Senso di Impatto,Aprimorar o Sentido de Impacto
switch_target_map,目标地图,Target Map,ターゲットマップ,Zielkarte,Carte cible,Mapa de destino,Целевая карта,แผนที่เป้าหมาย,대상 맵,الخريطة المستهدفة,Mappa Obiettivo,Mapa de Destino
switch_teamfollow,队员跟随,Team Member Follow Player,チームメンバーがプレイヤーをフォローします,Teammitglied folgt dem Spieler,L'équipe suit le joueur,El miembro del equipo sigue al jugador,Участник команды следует за игроком,สมาชิกทีมตามผู้เล่น,팀 멤버가 플레이어를 따릅니다,فريق اللاعب يتبع اللاعب,Il Membro del Team Segue il Giocatore,Membro da Equipe Segue o Jogador
switch_teleport,是否传送,Teleport,テレポート,Teleport,Teleportation,Teléportación,Телепортация,การเทเลพอร์ต,텔레포트,نقل فوري,Teletrasporto,Teleportar
switch_teleport_bar0,不传送,No,なし,Nein,Non,No,Нет,ไม่,아니요,لا,No,Não
switch_teleport_bar1,传送,Yes,はい,Ja,Oui,Sí,Да,ใช่,예,نعم,Sì,Sim
switch_text,文字方式,Text Method,テキストメソッド,Textmethode,Méthode de texte,Método de texto,Текстовый метод,วิธีการใส่ข้อความ,텍스트 방법,طريقة النص,Testo Metodo,Método de Texto
switch_text_auto,自动翻页,Auto,自動ページめくり,Automatisch,Auto,Auto,Автоматически,อัตโนมัติ,자동,تلقائي,Auto,Auto
switch_text_manual,按键翻页,Manual,ボタンで,Manuell,Manuel,Manual,Вручную,ด้วยปุ่ม,수동,يدويًا,Manuale,Manual
switch_textcolor,文字颜色,Text Color,テキストカラー,Textfarbe,Couleur du texte,Color de texto,Цвет текста,สีข้อความ,텍스트 색상,لون النص,Colore del Testo,Cor do Texto
switch_theatermode,信息显示方式,Message Showing Method,情報の表示方法,Anzeigemethode für Nachrichten,Méthode d'affichage des messages,Método de visualización de mensajes,Метод отображения сообщений,วิธีการแสดงข้อความ,메시지 표시 방법,طريقة عرض الرسائل,Modalità di Visualizzazione dei Messaggi,Método de Exibição de Mensagem
switch_theatermode_bar0,通常模式,Default,通常モード,Standardmodus,Mode par défaut,Modo predeterminado,Режим по умолчанию,โหมดปกติ,기본 모드,الوضع العادي,Modalità Predefinita,Modo Padrão
switch_theatermode_bar1,剧院模式,Theater,劇場モード,Theatermodus,Mode Théâtre,Modo Teatro,Театральный режим,โหมดโรงละคร,극장 모드,وضع المسرح,Modalità Teatro,Modo Teatro
switch_time_method,选择时间操作,Time Operation,時間操作を選択,Zeitoperation,Affichage de l'heure,Operación de tiempo,Выбор времени,เลือกการดำเนินการเวลา,시간 조작 선택,اختيار الوقت,Operazione Temporale,Operação de Tempo
switch_time_method_bar0,不操作,No Operation,操作しない,Keine Operation,Pas d'opération,Sin operación,Не требуется операции,ไม่มีการดำเนินการ,조작 없음,لا يوجد عملية,Senza Operazione,Sem Operação
switch_time_method_bar1,变更时间,Change Time,時間変更,Änderung der Zeit,Modifier l'heure,Cambiar hora,Изменение времени,เปลี่ยนเวลา,시간 변경,تغيير الوقت,Modifica dell'Ora,Mudar o Tempo
switch_time_method_bar2,检查,Verify,確認,Überprüfen,Vérifier,Verificar,Проверить,ตรวจสอบ,확인,تحقق,Verificare,Verificar
switch_time_pass,启用动态时间,Enable Time Passes,時間の経過を有効にする,Die Zeit vergeht aktivieren,Activer le temps qui passe,Habilitar el tiempo transcurrido,Включить прохождение времени,เปิดใช้งานเวลาผ่าน,시간 흐름 활성화,تمكين مرور الوقت,Abilita il Trascorrere del Tempo,Ativar Passagem de Tempo
switch_time_reloadmap,整点刷新地图,Reload Map Every Hour,毎時地図を再読み込み,Karte alle Stunde neu laden,Recharger la carte toutes les heures,Recargar mapa cada hora,Перезагружать карту каждый час,รีโหลดแผนที่ทุกชั่วโมง,매 시간마다 지도 다시 로드,إعادة تحميل الخريطة كل ساعة,Ricarica la Mappa Ogni Ora,Recarregar o Mapa a Cada Hora
switch_time_set,调整时间,Adjust Time,時間を調整,Stelle die Zeit ein,Ajuster l'heure,Ajustar la Hora,Настроить время,ปรับเวลา,시간 조정,ضبط الوقت,Regola l'Ora,Ajustar a Hora
switch_time_set_bar0,增加,Add,増やす,Hinzufügen,Ajouter,Agregar,Добавить,เพิ่ม,증가,زيادة,Aggiungi,Adicionar
switch_time_set_bar1,减少,Subtract,減らす,Subtrahieren,Soustraire,Restar,Вычесть,ลบ,빼다,طرح,Sottrai,Subtrair
switch_time_set_bar2,指定,Set,特定,Setzen,Définir,Establecer,Задать,กำหนด,설정,تعيين,Imposta,Definir
switch_time_verify,检查方式,Checking Method,確認方法,Überprüfungsmethode,Méthode de vérification,Método de comprobación,Метод проверки,วิธีการตรวจสอบ,확인 방법,طريقة التحقق,Modalità di Verifica,Método de Verificação
switch_time_verify_bar0,晚于,Later Than,より遅い,Später als,Postérieur à,Más tarde que,Позже,หลังจาก,이후,أكثر من,In seguito a,Durante
switch_time_verify_bar1,早于,Earlier Than,より早く,Früher als,Antérieur à,Más temprano que,Раньше,ก่อน,이전,قبل,Prima di,Antes de
switch_time_verify_bar2,等于,Accurate,等しい,Genauso wie,Égal,Exacto,Равно,เท่ากับ,동일,متساوي,Esatto,Igual
switch_trap_percent,百分比,Percentage,割合,Prozentsatz,Pourcentage,Porcentaje,Процент,เปอร์เซ็นต์,백분율,نسبة مئوية,Percentuale,Percentagem
switch_trap_style,样式,Style,スタイル,Stil,Style,Estilo,Стиль,สไตล์,스타일,نمط,Stile,Estilo
switch_trigger,触发方式,Trigger Method,トリガーメソッド,Auslösemethode,Méthode de déclenchement,Método de activación,Метод триггера,วิธีการเรียก,트리거 방법,طريقة التنشيط,Modalità di Trigger,Método de Ativação
switch_trigger_contact,碰撞触发,Contact,衝突トリガー,Kontakt,Contact,Contacto,Контакт,สัมผัส,접촉,تواصل,Contatto,Contato
switch_trigger_manual,手动触发,Manual(Button),手動トリガー,Manuell (Taste),Manuel (Bouton),Manual (Botón),Ручное (Кнопка),ด้วยมือ (ปุ่ม),수동 (버튼),يدوي (زر),Manuale (Pulsante),Manual (Botão)
switch_twoplayer,开启双人游戏,Enable Two Players,二人プレイを有効にする,Zwei Spieler aktivieren,Activer le mode deux joueurs,Habilitar dos jugadores,Включить двух игроков,เปิดใช้งานสองคน,두 명 플레이어 활성화,تمكين لاعبين,Abilita Due Giocatori,Ativar Dois Jogadores
switch_uiblend,底板渲染,Plate Blend,ボトムブレンド,Plattenmischung,Mélange de plaque,Mezcla de placa,Смешение плиты,ผสมแผ่น,플레이트 블렌드,مزج اللوحة,Miscela di Piastra,Mistura de Placa
switch_uibuttoncolor,按钮颜色,Button Color,ボタンの色,Knopffarbe,Couleur du bouton,Color del botón,Цвет кнопки,สีปุ่ม,버튼 색상,لون الزر,Colore del Pulsante,Cor do Botão
switch_uibuttonindex,按钮样式,Button Style,ボタンスタイル,Knopfstil,Style de bouton,Estilo de botón,Стиль кнопки,สไตล์ปุ่ม,버튼 스타일,نمط الزر,Stile del Pulsante,Estilo do Botão
switch_uicolor,边框颜色,Border Color,境界線の色,Rahmenfarbe,Couleur de la bordure,Color del borde,Цвет границы,สีเส้นขอบ,테두리 색상,لون الحدود,Colore del Bordo,Cor da Borda
switch_uicolorsys,UI文字颜色,UI Text Color,UIテキストカラー,UI-Textfarbe,Couleur du texte de l'interface utilisateur,Color del texto de la IU,Цвет текста пользовательского интерфейса,สีข้อความ UI,UI 텍스트 색상,لون نص واجهة المستخدم,Colore del Testo UI,Cor do Texto da IU
switch_uifontsize,UI文字大小,UI Text Size,UIテキストサイズ,UI-Textgröße,Taille du texte de l'interface utilisateur,Tamaño del texto de la IU,Размер текста пользовательского интерфейса,ขนาดข้อความ UI,UI 텍스트 크기,حجم نص واجهة المستخدم,Dimensione del Testo UI,Tamanho do Texto da IU
